0.001922,0.045607,0.27478,24729.5,2.42,0.015106,685.843197
0.001922,0.045607,0.27478,24729.5,2.42,0.015106,685.843197
0.001922,0.045607,0.27478,24729.5,2.42,0.015106,685.843197
0.001922,0.045607,0.27478,24729.5,2.42,0.015106,685.843197
0.001919,0.045703,0.274673,24651.75,2.42,0.015135,688.665597
0.002224,0.050883,0.287766,36303.5,2.24,0.014212,618.811196
0.001746,0.039811,0.259872,21056.25,2.49,0.015738,723.239998
0.002044,0.052524,0.289627,27705.0,2.4,0.014875,654.091196
0.002099,0.057402,0.296326,29145.71875,2.39,0.014911,647.035196
0.001867,0.038164,0.274673,24832.0,2.49,0.015224,673.142397
0.002081,0.052755,0.290771,29096.9375,2.39,0.014987,663.969596
0.002002,0.043901,0.280624,27153.75,2.4,0.014996,671.731197
0.001787,0.042318,0.267197,21681.8125,2.49,0.015509,703.483198
0.002099,0.057402,0.296326,29145.71875,2.39,0.014911,647.035196
0.00196,0.041435,0.278397,26627.5,2.39,0.014876,651.268796
0.001966,0.051399,0.282928,25529.5,2.42,0.014938,656.913596
0.001882,0.042188,0.270309,23944.75,2.42,0.015299,691.487997
0.001922,0.045607,0.27478,24729.5,2.42,0.015106,685.843197
0.002081,0.052755,0.290771,29096.9375,2.39,0.014987,663.969596
0.002635,0.102667,0.358932,43295.5,2.4,0.014841,644.918396
0.001888,0.038768,0.26535,25111.5,2.42,0.014897,656.913596
0.001919,0.045703,0.274673,24651.75,2.42,0.015135,688.665597
0.002635,0.102667,0.358932,43295.5,2.4,0.014841,644.918396
0.002002,0.043901,0.280624,27153.75,2.4,0.014996,671.731197
0.002224,0.050883,0.287766,36303.5,2.24,0.014212,618.811196
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.002099,0.057402,0.296326,29145.71875,2.39,0.014911,647.035196
0.002002,0.043901,0.280624,27153.75,2.4,0.014996,671.731197
0.002819,0.107734,0.362808,52887.0,2.39,0.014573,640.684796
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.002002,0.043901,0.280624,27153.75,2.4,0.014996,671.731197
0.001888,0.038768,0.26535,25111.5,2.42,0.014897,656.913596
0.002081,0.052755,0.290771,29096.9375,2.39,0.014987,663.969596
0.0019,0.041997,0.272568,24853.5,2.42,0.014936,659.030396
0.002004,0.044271,0.28125,27174.0,2.4,0.014968,668.908797
0.002103,0.057435,0.296661,29272.65625,2.39,0.014714,653.385596
0.002635,0.102667,0.358932,43295.5,2.4,0.014841,644.918396
0.00218,0.057795,0.302139,31643.5,2.38,0.014878,639.273596
0.002044,0.052524,0.289627,27705.0,2.4,0.014875,654.091196
0.00195,0.046322,0.277145,25722.25,2.4,0.014916,668.203196
0.002044,0.052524,0.289627,27705.0,2.4,0.014875,654.091196
0.001968,0.051171,0.282898,25616.5,2.42,0.01498,654.091196
0.0019,0.041997,0.272568,24853.5,2.42,0.014936,659.030396
0.00218,0.057795,0.302139,31643.5,2.38,0.014878,639.273596
0.002049,0.053043,0.290512,27805.5,2.4,0.01484,651.268796
0.002044,0.052524,0.289627,27705.0,2.4,0.014875,654.091196
0.001787,0.042318,0.267197,21681.8125,2.49,0.015509,703.483198
0.001818,0.042991,0.269348,22473.0,2.49,0.015209,676.670397
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.001966,0.051399,0.282928,25529.5,2.42,0.014938,656.913596
0.002099,0.057402,0.296326,29145.71875,2.39,0.014911,647.035196
0.002819,0.107734,0.362808,52887.0,2.39,0.014573,640.684796
0.002635,0.102667,0.358932,43295.5,2.4,0.014841,644.918396
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.002103,0.057435,0.296661,29272.65625,2.39,0.014714,653.385596
0.002049,0.053043,0.290512,27805.5,2.4,0.01484,651.268796
0.002103,0.057435,0.296661,29272.65625,2.39,0.014714,653.385596
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.002543,0.059377,0.3284,46426.5,2.24,0.014169,621.633596
0.001761,0.041762,0.262802,21190.3125,2.49,0.015597,712.655998
0.002687,0.059993,0.338516,52524.5,2.24,0.014126,612.460796
0.001764,0.041428,0.262909,21373.875,2.49,0.01558,708.422398
0.001782,0.042473,0.264496,21627.0,2.49,0.015546,711.244798
0.001867,0.038164,0.274673,24832.0,2.49,0.015224,673.142397
0.001888,0.038768,0.26535,25111.5,2.42,0.014897,656.913596
0.001771,0.041883,0.263519,21478.625,2.49,0.015511,705.599998
0.001761,0.041762,0.262802,21190.3125,2.49,0.015597,712.655998
0.002877,0.107968,0.367538,55646.5,2.24,0.013953,605.404796
0.002049,0.053043,0.290512,27805.5,2.4,0.01484,651.268796
0.002543,0.059377,0.3284,46426.5,2.24,0.014169,621.633596
0.002814,0.107249,0.362381,52775.5625,2.39,0.014611,649.857596
0.001764,0.041428,0.262909,21373.875,2.49,0.01558,708.422398
0.001761,0.041762,0.262802,21190.3125,2.49,0.015597,712.655998
0.002446,0.09731,0.321808,40173.5,2.24,0.01415,615.283196
0.001801,0.04245,0.268326,22071.125,2.49,0.015493,696.427197
0.002031,0.048019,0.28447,27890.84375,2.4,0.014865,664.675196
0.001888,0.038768,0.26535,25111.5,2.42,0.014897,656.913596
0.001924,0.053673,0.283569,24292.75,2.49,0.015216,685.137597
0.002776,0.108022,0.36264,50890.5,2.39,0.014518,632.217596
0.001907,0.052389,0.281525,24003.5,2.49,0.015243,687.959997
0.002224,0.050883,0.287766,36303.5,2.24,0.014212,618.811196
0.002004,0.044271,0.28125,27174.0,2.4,0.014968,668.908797
0.002081,0.052755,0.290771,29096.9375,2.39,0.014987,663.969596
0.001922,0.045607,0.27478,24729.5,2.42,0.015106,685.843197
0.001889,0.042012,0.271011,24519.625,2.42,0.014966,675.964797
0.002112,0.058637,0.298431,29418.53125,2.39,0.0147,644.212796
0.001887,0.03849,0.265106,25119.0,2.42,0.014902,659.735996
0.002044,0.052524,0.289627,27705.0,2.4,0.014875,654.091196
0.001965,0.051552,0.282608,25487.0,2.42,0.014986,659.735996
0.002049,0.053043,0.290512,27805.5,2.4,0.01484,651.268796
0.001746,0.039811,0.259872,21056.25,2.49,0.015738,723.239998
0.001771,0.041883,0.263519,21478.625,2.49,0.015511,705.599998
