460648,212,465295,456824,30,215,23
460648,214,463428,413306,30,20,29
460648,212,465295,456824,30,215,23
460648,214,463428,413306,30,20,29
460648,214,463428,413306,30,20,29
460648,214,464168,456824,30,20,29
460648,214,464168,456824,30,20,29
460648,214,463428,413306,30,20,29
460648,214,463428,448192,30,20,29
460648,214,463428,413306,30,20,29
460648,214,463428,413306,30,20,29
460648,214,463428,448192,30,20,29
460648,214,464168,456824,30,20,29
460648,214,464168,456824,30,20,29
4170,20,465295,463428,30,215,215
460648,214,463428,448192,30,20,29
4170,210,463428,413306,3170,215,212
460648,212,465295,460074,30,215,23
460648,212,465295,456824,30,215,23
460648,214,463428,456824,30,20,29
460648,214,463428,413306,30,20,29
460648,214,464168,456824,30,20,29
460648,212,465295,456824,30,215,23
460648,212,465295,413306,30,215,23
460648,212,465295,456824,30,20,215
460648,212,463428,413306,3255,215,210
460648,214,463428,413306,30,20,29
460648,214,463428,456824,30,20,29
460648,214,463428,413306,30,20,29
460648,214,463428,448192,30,20,29
460648,212,465295,456824,3170,210,23
460648,212,465295,456824,30,215,23
460648,212,465295,456824,30,215,23
460648,212,465295,456824,3170,210,23
460648,212,465295,456824,3170,210,23
4170,212,465295,460074,30,210,215
460648,214,463428,460074,3170,210,29
460648,212,465295,4259,3204,210,215
4170,212,465295,460074,30,210,215
460648,212,465295,445055,3255,215,20
460648,214,463428,460074,30,20,29
460648,212,465295,413306,30,215,23
460648,214,463428,460074,3170,210,29
460648,214,463428,456824,30,20,29
460648,214,463428,413306,30,20,29
460648,212,465295,413306,30,215,23
460648,214,464168,456824,30,20,29
4170,212,465295,4259,30,20,215
460648,214,464168,463212,3248,210,29
4170,20,465295,413306,3255,215,215
460648,214,464168,456824,30,20,29
460648,212,465295,4259,30,20,215
4170,210,463428,413306,3255,215,212
460648,212,465295,460074,30,215,23
460648,212,465295,456824,3170,20,215
460648,212,435071,456824,3170,210,27
460648,214,463428,413306,30,20,29
460648,214,463428,413306,30,20,29
460648,214,464168,456824,30,20,29
460648,212,465295,456824,30,215,23
460648,212,465295,456824,3170,20,215
4170,212,465295,445055,3255,215,20
4170,20,465295,445055,30,215,215
4170,20,465295,413306,3255,215,215
460648,212,465295,456824,30,20,215
460648,214,463428,456824,3170,20,29
4170,212,465295,4259,30,20,215
460648,214,463428,456824,30,20,29
460648,214,464168,456824,3204,20,29
4170,20,465295,456824,3255,215,215
460648,212,465295,456824,3170,210,23
4170,212,465295,4259,30,20,215
460648,212,465295,413306,30,215,23
460648,212,465295,460074,30,20,215
460648,212,463428,445055,3255,215,210
4170,212,465295,460074,30,20,215
460648,20,465295,413306,3255,215,215
460648,212,465295,413306,30,215,23
460648,212,465295,456824,3170,215,23
460648,212,465295,4259,3204,210,215
460648,212,465295,460074,30,215,23
4170,212,465295,460074,3170,210,215
4170,212,465295,4259,30,210,215
460648,212,465295,456824,3170,215,23
4170,210,463428,413306,3255,215,212
460648,20,465295,413306,3255,215,215
441472,20,465295,445055,30,215,215
460648,212,463428,445055,3255,215,210
460648,20,465295,4259,3255,215,215
460648,214,432276,448192,30,20,29
460648,214,463428,460074,3170,210,29
460648,212,465295,456824,30,20,215
460648,212,465295,456824,30,20,215
464474,20,465295,456824,3255,215,215
4170,20,465295,463428,30,215,215
460648,212,465295,445055,3255,215,20
460648,214,464168,456824,30,20,29
4170,212,465295,4259,30,210,215
4170,20,465295,4259,30,215,215
4170,212,465295,4259,3170,210,215
460648,214,463428,448192,30,20,29
460648,214,463428,457050,30,20,29
4170,212,465295,445055,3255,215,20
464474,20,465295,456824,3255,215,215
460648,212,465295,456824,30,215,23
455722,20,465295,456824,3255,215,215
460648,212,463428,463212,3255,215,210
460648,214,463428,456824,30,20,29
