0.000175,0.025856,0.052184,12778379.900391,3.56,0.1214,1991.203198,0.432184
0.000138,0.012268,0.035785,8569591.070312,3.53,0.1198,1991.908798,0.422894
0.0001,0.007814,0.026268,4829091.125,3.56,0.1264,2085.753601,0.44998400000000005
0.000156,0.021686,0.044594,10308081.716797,3.56,0.1191,1960.156797,0.423996
0.000149,0.019105,0.044336,9326910.427734,3.56,0.1218,2005.315198,0.43360800000000005
0.000111,0.009206,0.028982,5873327.65625,3.61,0.1236,2047.6512,0.446196
0.000151,0.018251,0.040769,9912247.28125,3.47,0.1202,1996.847997,0.417094
0.00012,0.012851,0.034411,6314773.476562,3.79,0.1258,2098.454401,0.476782
0.000114,0.006106,0.028278,6517269.507812,3.46,0.1206,2014.487999,0.417276
0.000124,0.005852,0.029453,7552577.53125,3.76,0.1227,2032.8336,0.461352
0.00014,0.012448,0.036107,8811251.726562,3.52,0.1194,1986.263998,0.42028800000000005
0.00014,0.015172,0.037552,8504255.994141,3.59,0.1184,1955.217597,0.425056
0.000147,0.013791,0.040042,9535438.947266,3.76,0.1222,2022.955199,0.459472
0.000119,0.012096,0.0346,6430743.328125,3.61,0.1242,2054.001599,0.448362
0.000156,0.020731,0.044104,10382045.566406,3.68,0.1185,1962.273597,0.43608
0.000174,0.025813,0.05207,12682756.400391,3.55,0.1228,2017.310398,0.43594
0.000132,0.009908,0.036024,7777530.953125,3.63,0.1232,2022.249599,0.447216
0.00017,0.025325,0.050985,12113283.240234,3.58,0.1165,1900.180795,0.41707000000000005
0.000119,0.011211,0.031595,6336394.751953,3.6,0.1253,2093.5152,0.45108
0.000113,0.005648,0.027526,6364285.078125,3.61,0.1234,2033.5392,0.445474
9.8e-05,0.007603,0.025617,4812451.5625,3.63,0.1258,2082.225601,0.45665399999999995
0.000147,0.009468,0.035645,10108281.173828,3.56,0.1181,1966.507198,0.420436
0.00011,0.009132,0.029195,5715764.1875,3.62,0.1246,2062.468801,0.451052
0.000138,0.012434,0.035788,8357383.15625,3.56,0.1224,2048.3568,0.43574399999999996
0.000132,0.008735,0.028995,8142127.179688,3.65,0.1202,2013.076798,0.43873
0.000127,0.006074,0.028843,8037571.164062,3.43,0.1202,2014.487999,0.41228600000000004
0.000107,0.00902,0.028814,5261880.8125,3.65,0.1259,2080.814401,0.459535
