444968,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
444968,465528,3255,413073,413308,43855,421780,462963,30,43598,215,461653,464035,30,215,3240,20,20,215,20
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
465292,465528,3255,465455,453184,43855,461682,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,20
444968,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
444968,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,215,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,215,3240,25,20,20,215
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,464938,30,212,3240,20,20,20,215
444968,465528,3255,434984,413308,43855,436831,439327,30,43598,215,463736,479,30,212,3240,20,20,20,215
444968,465528,3255,413073,413308,43855,421780,462963,30,43598,215,461653,464035,30,215,3240,20,20,215,20
465480,465528,3255,465455,453184,43855,461682,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,214
444968,465528,3255,434984,413308,43855,436831,439327,30,43598,215,463736,479,30,20,3240,20,20,20,215
465292,465528,3255,465455,453184,43855,461682,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,20
465520,465528,3255,465455,453184,43855,450205,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,20
465520,465528,3255,465455,453184,43855,49314,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,215
465480,465528,3255,434984,413308,465440,461682,462963,30,43598,20,422003,479,30,20,3240,210,20,20,215
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,464938,30,212,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465520,465528,3255,465455,453184,43855,49314,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,215
465292,465528,3255,465455,453184,43855,461682,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,20
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465480,465528,3255,48376,443568,43855,461682,439327,30,43598,20,461981,430532,30,215,3250,20,20,20,215
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
444968,465528,3255,413073,456575,43855,461682,462963,30,43598,215,461653,479,3200,212,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,215,3240,25,20,20,215
465480,465528,3255,434984,456575,465440,461682,417471,30,43598,20,421734,422616,30,210,3250,210,20,20,214
465480,465528,3255,434984,456575,465440,461694,462963,30,43598,20,421734,422616,30,215,3240,210,20,20,215
465520,465528,3255,465455,453184,43855,450205,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,212
465480,415592,3255,426838,434544,413311,461682,465242,3151,43598,215,457307,448052,30,215,3250,213,211,20,212
444968,465528,3255,413073,413308,43855,421780,462963,30,43598,215,461653,464035,30,215,3240,20,20,215,20
465480,465528,3255,434984,413308,43855,464238,462963,30,43598,215,463736,479,30,212,3250,20,20,20,215
465480,415592,3255,459950,413308,413311,461682,465242,339,43598,212,461653,479,30,215,3250,213,211,20,212
465480,415592,3255,460016,453184,413311,461682,465242,339,43598,20,463736,420322,30,20,3250,213,211,23,210
465480,415592,3255,460016,441691,413311,461682,465242,339,419692,20,463736,433520,30,210,3250,213,211,214,210
465480,415592,3255,426838,434544,413311,461682,465242,3151,43598,215,461981,448052,30,215,3250,213,211,20,212
465480,415592,3255,460016,441691,413311,461682,461182,339,419692,20,463736,479,30,210,3250,213,211,214,210
465480,465528,3255,434984,46958,465440,461682,439327,30,43598,215,461653,462270,30,20,3250,210,21,20,212
465480,415592,3255,460016,441691,413311,461682,461182,339,419692,212,463736,479,30,210,3250,213,211,20,210
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465480,465528,3255,434984,413308,43855,461682,462963,30,43598,215,463736,479,30,212,3240,20,20,23,215
465480,415592,3255,460016,453184,413311,461682,465242,339,43598,20,463736,420322,30,20,3250,213,211,23,210
465292,465528,3255,465373,453184,43855,461682,435066,30,43598,215,461653,46912,30,215,3240,20,20,20,20
465480,465528,3255,434984,459332,465440,461682,439327,30,43598,215,461653,479,353,20,3250,210,21,20,212
465480,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,215,3250,25,20,20,215
465480,465528,3255,413073,453184,43855,461682,419524,30,43598,215,461653,46912,30,214,3240,20,20,20,20
465520,465528,3255,465455,453184,43855,49314,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,215
465292,465528,3255,465373,453184,43855,461682,435066,30,43598,215,461653,46912,30,215,3240,20,20,20,20
465480,415592,3255,465086,443568,43855,461682,439327,30,449356,20,423119,479,30,20,3250,212,20,210,213
465480,415592,3255,460016,453184,413311,461682,465242,339,43598,20,463736,46674,30,20,3250,213,211,23,214
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,479,30,212,3240,213,20,20,215
465480,465528,3255,434984,430033,465440,415122,439327,30,43598,215,422003,462270,30,20,3250,210,21,20,212
465480,465528,3255,434984,430033,465440,461682,439327,30,43598,215,49712,462270,3238,20,3250,210,21,20,212
465520,465528,3255,465455,453184,43855,450205,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,20
465480,465528,3255,434984,453184,43855,49766,462963,30,43598,215,463736,479,30,215,3240,25,20,20,215
444968,465528,3255,434984,413308,43855,461682,439327,30,43598,215,463736,479,30,215,3240,20,20,20,215
465480,465528,3255,434984,43021,465440,461682,439327,30,43598,215,461653,479,38,212,3250,210,21,20,212
465480,465528,3255,465455,453184,43855,461682,419524,30,43598,215,461653,46912,30,215,3240,20,20,20,214
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
465480,465528,3255,434984,413308,465440,461682,433522,30,43598,210,422003,479,30,20,3250,210,20,20,28
465480,465528,3255,434984,430033,465440,415122,439327,30,43598,215,422003,462270,30,20,3250,210,21,20,212
444968,465528,3255,413073,413308,43855,441472,462963,30,43598,215,461653,464035,30,215,3240,215,20,215,20
465480,465528,3255,434984,413308,43855,461682,462963,30,43598,215,463736,479,30,212,3240,20,20,23,215
465480,465528,3255,434984,456575,465440,461682,417471,30,43598,20,421734,422616,30,210,3250,210,20,20,214
465480,465528,3255,48376,443568,431941,461682,439327,30,43598,20,453189,430532,30,20,3250,20,20,20,215
465480,465528,3255,434984,413308,43855,46666,462963,30,43598,215,463736,464938,30,212,3240,20,20,20,215
444968,465528,3255,434984,413308,43855,49766,462963,30,43598,215,463736,479,30,212,3240,20,20,20,215
465292,465528,3255,465373,453184,43855,461682,435066,30,43598,215,461653,46912,30,215,3240,20,20,20,20
444968,465528,3255,413073,413308,43855,49766,462963,30,43598,215,461653,479,30,212,3240,20,20,20,215
465480,465528,3255,434984,430033,465440,461682,439327,30,43598,215,422003,462270,30,27,3250,210,21,20,212
444968,465528,3255,413073,456575,43855,461682,462963,30,43598,215,461653,479,3200,212,3240,20,20,20,215
465480,465528,3255,434984,443568,43855,461682,439327,30,43598,215,48963,464938,30,215,3250,20,21,20,212
465480,465528,3255,434984,430033,465440,415122,439327,30,43598,215,422003,462270,30,20,3250,210,21,20,212
444968,465528,3255,413073,413308,43855,421845,462963,30,43598,215,461653,464035,30,215,3200,20,20,20,20
465480,465528,3255,434984,459332,465440,461682,439327,30,43598,215,461653,479,3243,20,3250,210,20,20,212
465480,465528,3255,434984,430033,465440,415122,439327,30,43598,215,422003,462270,30,20,3250,210,20,20,212
465480,415592,3255,459950,413308,413311,461682,465242,339,42841,212,461653,46912,30,215,3250,213,211,20,212
465480,465528,3255,434984,413308,465440,461682,433522,30,43598,210,422003,431242,30,20,3250,210,20,20,28
465292,465528,3255,465373,453184,43855,461682,435066,30,43598,215,461653,46912,30,215,3240,213,20,20,20
444968,465528,3255,413073,413308,43855,461694,462963,30,43598,20,461653,479,30,210,3240,25,21,20,215
465480,415592,3255,465086,443568,43855,461682,439327,3251,449356,20,423119,464938,30,20,3250,212,20,210,213
465480,415592,3255,460016,453184,413311,462682,465242,30,43598,20,463736,420322,30,20,3250,212,211,23,210
465480,465528,3255,434984,430033,465440,461682,439327,30,43598,215,422003,448052,30,23,3250,210,21,20,212
465292,465528,3255,465455,453184,43855,461682,439327,30,43598,215,461653,46912,30,215,3240,213,20,20,20
465480,415592,3255,460016,441691,413311,461682,465242,339,419692,20,463736,479,30,27,3250,213,211,214,210
465480,415592,3255,460016,441691,413311,461386,438624,3161,419692,20,463736,448052,30,27,3250,213,211,210,210
465480,465528,3255,434984,430033,465440,461682,439327,30,43598,215,461653,448052,30,23,3250,210,21,20,212
465480,465528,3255,434984,43021,465440,439,439327,30,43598,215,461653,479,3244,215,3250,210,21,20,212
