461160,465278,23,420548,413119,465452,3255,47967,20,495,448047,3255,215,215,210,215,212
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,45687,464746,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,413119,465452,3255,47967,215,495,412851,3255,215,211,20,20,20
461160,465278,27,416457,45687,464746,3255,47967,20,495,460154,3240,20,29,210,20,212
461160,465278,27,416457,45687,464746,3255,47967,215,495,460154,3240,20,29,210,20,212
461160,465278,20,420548,413119,464507,3255,48738,20,495,460154,3255,215,215,215,215,215
461160,465278,20,420548,413119,465452,3255,48738,215,495,456797,3255,215,215,210,215,215
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,45687,464746,3255,47967,20,495,460154,3240,20,29,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,21,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,29,210,20,212
461160,465278,27,416457,413119,465452,3255,48738,215,495,412851,3255,215,211,210,20,20
461160,465278,27,416457,413119,461610,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,413119,465452,3255,48738,215,495,412851,3255,20,210,210,20,20
461160,465278,27,416457,413119,464746,3255,47967,20,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,413119,465452,3255,41535,215,495,456784,3240,20,211,210,20,212
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,27,416457,45687,464746,3255,47967,20,495,460154,3240,20,29,210,20,212
461160,465278,27,416457,45687,464746,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,45687,461610,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,29,210,20,212
461160,465278,27,416457,415935,465452,3255,41535,215,495,456784,3240,20,211,210,20,212
461160,465278,27,416457,45687,464746,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,413119,465452,3255,41535,215,495,456784,3240,20,29,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,21,210,20,212
461160,465278,27,416457,413119,465452,3255,41535,215,495,456784,3240,20,211,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,29,210,20,212
461160,465278,27,416457,45687,464746,3255,47967,215,495,460154,3240,20,29,210,20,212
461160,465278,210,420548,413119,465452,3255,47967,20,495,413111,3255,20,215,210,215,212
461160,465278,27,416457,45687,464746,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,20,420548,413119,465452,3255,48738,215,495,460154,3255,215,215,210,215,215
461160,465278,27,416457,45687,461610,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,45687,461610,3255,41535,215,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,413119,465452,3255,48738,215,495,412851,3255,20,210,210,20,20
461160,465278,27,416457,413119,465452,3255,41535,215,495,456784,3255,20,211,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,211,20,20,212
461160,465278,20,420548,413119,465452,3255,48738,215,495,460154,3255,215,215,210,215,215
461160,465278,20,444799,413119,464507,3255,48738,20,495,456797,3255,215,215,215,215,212
461160,465278,27,410879,413119,465452,3255,41535,215,495,456784,3255,20,211,210,20,20
461160,465278,27,416457,413119,443530,3255,47967,215,495,460154,3255,215,211,210,20,20
461160,465278,20,420548,413119,465452,3255,48738,215,495,456797,3255,215,215,210,215,215
461160,465278,27,416457,45687,464746,3255,41535,20,495,460154,3240,20,29,210,20,212
461160,465278,27,416457,413119,464746,3255,41535,215,495,456784,3240,20,211,210,20,212
461160,465278,20,420548,413119,465452,3255,48738,215,495,456797,3255,215,215,210,215,215
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,21,210,20,212
461160,465278,27,416457,45687,461610,3255,41535,20,495,460154,3240,20,211,210,20,212
461160,465278,27,416457,413119,465452,3255,47967,215,495,4208,3255,215,211,210,20,212
461160,465278,27,416457,45687,465452,3255,41535,215,495,456784,3240,20,29,210,20,212
